team,unit_type,position,depth,jersey,player
Minnesota Golden Gophers,Offense,WR-X,1,8,Smith
Minnesota Golden Gophers,Offense,WR-Z,1,11,Tracy
Minnesota Golden Gophers,Offense,WR-SL,1,0,Brockington
Minnesota Golden Gophers,Offense,LT,1,50,Roy
Minnesota Golden Gophers,Offense,LG,1,65,Johnson
Minnesota Golden Gophers,Offense,C,1,78,Beers
Minnesota Golden Gophers,Offense,RG,1,74,Marshall
Minnesota Golden Gophers,Offense,RT,1,73,Ray
Minnesota Golden Gophers,Offense,TE,1,86,Geers
Minnesota Golden Gophers,Offense,QB,1,5,Lindsey
Minnesota Golden Gophers,Offense,RB,1,1,Taylor
Minnesota Golden Gophers,Defense,DE,1,0,Smith
Minnesota Golden Gophers,Defense,NT,1,91,Eastern
Minnesota Golden Gophers,Defense,DT,1,97,Logan-Redding
Minnesota Golden Gophers,Defense,RUSH,1,1,Howard
Minnesota Golden Gophers,Defense,WLB,1,9,Williams
Minnesota Golden Gophers,Defense,MLB,1,6,Baranowski
Minnesota Golden Gophers,Defense,LCB,1,17,Nestor
Minnesota Golden Gophers,Defense,SS,1,3,Perich
Minnesota Golden Gophers,Defense,FS,1,14,Brown
Minnesota Golden Gophers,Defense,RCB,1,4,Bryan
Minnesota Golden Gophers,Defense,NB,1,12,Green
Minnesota Golden Gophers,Special Teams,PT,1,42,Weston
Minnesota Golden Gophers,Special Teams,PK,1,92,Denaburg
Minnesota Golden Gophers,Special Teams,KO,1,92,Denaburg
Minnesota Golden Gophers,Special Teams,LS,1,80,Soukup
Minnesota Golden Gophers,Special Teams,H,1,42,Weston
Minnesota Golden Gophers,Special Teams,PR,1,3,Perich
Minnesota Golden Gophers,Special Teams,KR,1,3,Perich
Mississippi State Bulldogs,Offense,WR-X,1,0,Thompson
Mississippi State Bulldogs,Offense,WR-Z,1,4,Mosley
Mississippi State Bulldogs,Offense,WR-SL,1,3,Evans III
Mississippi State Bulldogs,Offense,LT,1,77,James
Mississippi State Bulldogs,Offense,LG,1,75,Jackson
Mississippi State Bulldogs,Offense,C,1,72,Boone
Mississippi State Bulldogs,Offense,RG,1,52,Owens
Mississippi State Bulldogs,Offense,RT,1,76,Reese IV
Mississippi State Bulldogs,Offense,TE,1,8,Traore
Mississippi State Bulldogs,Offense,QB,1,2,Shapen
Mississippi State Bulldogs,Offense,RB,1,24,Bothwell
Mississippi State Bulldogs,Defense,DE,1,6,Anderson
Mississippi State Bulldogs,Defense,NT,1,92,Bledsoe
Mississippi State Bulldogs,Defense,DT,1,22,Bingley-Jones
Mississippi State Bulldogs,Defense,JACK,1,44,Jennings
Mississippi State Bulldogs,Defense,WLB,1,7,Tillman
Mississippi State Bulldogs,Defense,MLB,1,40,Mitchell
Mississippi State Bulldogs,Defense,LCB,1,1,Jones
Mississippi State Bulldogs,Defense,SS,1,21,Washington
Mississippi State Bulldogs,Defense,FS,1,3,Lanier
Mississippi State Bulldogs,Defense,RCB,1,4,Brumfield
Mississippi State Bulldogs,Defense,NB,1,2,Smith
Mississippi State Bulldogs,Special Teams,PT,1,88,Pulliam
Mississippi State Bulldogs,Special Teams,PK,1,80,Ferrie
Mississippi State Bulldogs,Special Teams,KO,1,49,Hauck
Mississippi State Bulldogs,Special Teams,LS,1,45,Myers
Mississippi State Bulldogs,Special Teams,H,1,88,Pulliam
Mississippi State Bulldogs,Special Teams,PR,1,3,Evans III
Mississippi State Bulldogs,Special Teams,KR,1,6,Booth
Missouri Tigers,Offense,WR-X,1,2,Johnson
Missouri Tigers,Offense,WR-Z,1,0,Manning
Missouri Tigers,Offense,WR-H,1,3,Coleman Jr.
Missouri Tigers,Offense,LT,1,70,Green
Missouri Tigers,Offense,LG,1,56,Giudice
Missouri Tigers,Offense,C,1,55,Tollison
Missouri Tigers,Offense,RG,1,77,Peagler
Missouri Tigers,Offense,RT,1,79,Trost
Missouri Tigers,Offense,TE-Y,1,87,Norfleet
Missouri Tigers,Offense,QB,1,5,Zollers
Missouri Tigers,Offense,RB,1,29,Hardy
Missouri Tigers,Defense,DE,1,9,Young
Missouri Tigers,Defense,NT,1,33,Gracial
Missouri Tigers,Defense,DT,1,7,McClellan
Missouri Tigers,Defense,JACK,1,8,Wilson II
Missouri Tigers,Defense,WLB,1,14,Newson
Missouri Tigers,Defense,MLB,1,40,Trotter
Missouri Tigers,Defense,LCB,1,2,Pride Jr.
Missouri Tigers,Defense,SS,1,6,Catalon
Missouri Tigers,Defense,FS,1,1,Burks Jr.
Missouri Tigers,Defense,RCB,1,12,Norwood
Missouri Tigers,Defense,NB,1,13,Carnell
Missouri Tigers,Special Teams,PT,1,45,Weselman
Missouri Tigers,Special Teams,PK,1,88,Meyer
Missouri Tigers,Special Teams,KO,1,48,Robbins
Missouri Tigers,Special Teams,LS,1,51,Le Blanc
Missouri Tigers,Special Teams,H,1,45,Weselman
Missouri Tigers,Special Teams,PR,1,3,Coleman Jr.
Missouri Tigers,Special Teams,KR,1,22,Jones
Missouri State Bears,Offense,WR-X,1,11,Cope
Missouri State Bears,Offense,WR-Z,1,0,Robinson
Missouri State Bears,Offense,WR-SL,1,1,Luke
Missouri State Bears,Offense,LT,1,51,Nnabugwu
Missouri State Bears,Offense,LG,1,72,Hutchinson
Missouri State Bears,Offense,C,1,71,Hudson
Missouri State Bears,Offense,RG,1,54,Greene
Missouri State Bears,Offense,RT,1,74,Cade
Missouri State Bears,Offense,TE,1,88,Askren
Missouri State Bears,Offense,QB,1,12,Clark
Missouri State Bears,Offense,RB,1,2,Lawrence
Missouri State Bears,Offense,FB,1,40,Lair
Missouri State Bears,Defense,LDE,1,7,Wesolak
Missouri State Bears,Defense,LDT,1,99,Williams
Missouri State Bears,Defense,RDT,1,90,Smithson
Missouri State Bears,Defense,RDE,1,17,Townley Jr.
Missouri State Bears,Defense,WLB,1,44,Young
Missouri State Bears,Defense,MLB,1,6,Lloyd
Missouri State Bears,Defense,SLB,1,31,Roy
Missouri State Bears,Defense,LCB,1,12,Dunbar
Missouri State Bears,Defense,SS,1,29,Ford
Missouri State Bears,Defense,FS,1,0,Neal
Missouri State Bears,Defense,RCB,1,14,Anderson
Missouri State Bears,Defense,NB,1,9,Dixson
Missouri State Bears,Special Teams,PT,1,25,McDonald
Missouri State Bears,Special Teams,PK,1,36,Obeid
Missouri State Bears,Special Teams,KO,1,36,Obeid
Missouri State Bears,Special Teams,LS,1,91,Weisenborn
Missouri State Bears,Special Teams,H,1,25,McDonald
Missouri State Bears,Special Teams,PR,1,1,Luke
Missouri State Bears,Special Teams,KR,1,1,Luke
Navy Midshipmen,Offense,WR-X,1,82,Kent
Navy Midshipmen,Offense,LT,1,73,Crowley
Navy Midshipmen,Offense,LG,1,68,Purvis
Navy Midshipmen,Offense,C,1,69,Nichols
Navy Midshipmen,Offense,RG,1,79,Smith II
Navy Midshipmen,Offense,RT,1,93,Johnson
Navy Midshipmen,Offense,TE,1,83,Howard
Navy Midshipmen,Offense,QB,1,11,Horvath
Navy Midshipmen,Offense,SB-A,1,24,Chatman
Navy Midshipmen,Offense,SB-Z,1,22,Heidenreich
Navy Midshipmen,Offense,RB,1,46,Tecza
Navy Midshipmen,Defense,DE,1,90,Moutome
Navy Midshipmen,Defense,NT,1,96,Robinson
Navy Midshipmen,Defense,DT,1,95,Willis
Navy Midshipmen,Defense,LOLB,1,35,Pirris
Navy Midshipmen,Defense,LILB,1,56,Parker
Navy Midshipmen,Defense,RILB,1,58,Cauley
Navy Midshipmen,Defense,ROLB,1,14,Campbell
Navy Midshipmen,Defense,FCB,1,3,Oniha
Navy Midshipmen,Defense,SS,1,16,Sessi
Navy Midshipmen,Defense,FS,1,18,Hamilton
Navy Midshipmen,Defense,BCB,1,17,Ross
Navy Midshipmen,Special Teams,PT,1,11,Carlson
Navy Midshipmen,Special Teams,PK,1,17,Kirkwood
Navy Midshipmen,Special Teams,KO,1,99,Gossett
Navy Midshipmen,Special Teams,LS,1,92,Fry
Navy Midshipmen,Special Teams,H,1,11,Carlson
Navy Midshipmen,Special Teams,PR,1,24,Chatman
Navy Midshipmen,Special Teams,KR,1,25,Bryant
North Carolina State Wolfpack,Offense,WR-X,1,6,Grimes
North Carolina State Wolfpack,Offense,WR-Z,1,5,Rogers
North Carolina State Wolfpack,Offense,WR-Y,1,8,Jackson
North Carolina State Wolfpack,Offense,LT,1,65,Peak
North Carolina State Wolfpack,Offense,LG,1,79,Smith
North Carolina State Wolfpack,Offense,C,1,74,Grant
North Carolina State Wolfpack,Offense,RG,1,72,Sowells Jr.
North Carolina State Wolfpack,Offense,RT,1,54,Andersen
North Carolina State Wolfpack,Offense,TE,1,7,Joly
North Carolina State Wolfpack,Offense,QB,1,11,Bailey
North Carolina State Wolfpack,Offense,RB,1,3,Smothers
North Carolina State Wolfpack,Defense,DE,1,54,Harsh
North Carolina State Wolfpack,Defense,NT,1,44,Cleveland
North Carolina State Wolfpack,Defense,DT,1,13,Price
North Carolina State Wolfpack,Defense,JACK,1,8,Slone
North Carolina State Wolfpack,Defense,WLB,1,33,Soares Jr.
North Carolina State Wolfpack,Defense,MLB,1,1,Fordham
North Carolina State Wolfpack,Defense,LCB,1,6,Marshall
North Carolina State Wolfpack,Defense,SS,1,19,Teasdell
North Carolina State Wolfpack,Defense,FS,1,26,Brown Jr.
North Carolina State Wolfpack,Defense,RCB,1,21,Johnson
North Carolina State Wolfpack,Defense,NB,1,22,Vick
North Carolina State Wolfpack,Special Teams,PT,1,98,Noonkester
North Carolina State Wolfpack,Special Teams,PK,1,94,Vinesett
North Carolina State Wolfpack,Special Teams,KO,1,91,Konieczynski
North Carolina State Wolfpack,Special Teams,LS,1,95,Mann
North Carolina State Wolfpack,Special Teams,H,1,98,Noonkester
North Carolina State Wolfpack,Special Teams,PR,1,9,Anderson
North Carolina State Wolfpack,Special Teams,KR,1,31,Fields
Nebraska Cornhuskers,Offense,WR-X,1,13,Hunter
Nebraska Cornhuskers,Offense,WR-Z,1,6,Key
Nebraska Cornhuskers,Offense,WR-SL,1,2,Barney Jr.
Nebraska Cornhuskers,Offense,LT,1,57,Pritchett
Nebraska Cornhuskers,Offense,LG,1,59,Lutovsky
Nebraska Cornhuskers,Offense,C,1,51,Evans
Nebraska Cornhuskers,Offense,RG,1,50,Spindler
Nebraska Cornhuskers,Offense,RT,1,69,Corcoran
Nebraska Cornhuskers,Offense,TE,1,44,Lindenmeyer
Nebraska Cornhuskers,Offense,QB,1,14,Lateef
Nebraska Cornhuskers,Offense,RB,1,21,Johnson
Nebraska Cornhuskers,Defense,DE,1,96,Nwaneri
Nebraska Cornhuskers,Defense,NT,1,16,Jeudy
Nebraska Cornhuskers,Defense,DT,1,97,Davis
Nebraska Cornhuskers,Defense,JACK,1,15,McCullough
Nebraska Cornhuskers,Defense,WLB,1,0,Wright
Nebraska Cornhuskers,Defense,MLB,1,9,Shavers Jr.
Nebraska Cornhuskers,Defense,LCB,1,37,Jones
Nebraska Cornhuskers,Defense,SS,1,8,Singleton
Nebraska Cornhuskers,Defense,FS,1,21,Guthrie
Nebraska Cornhuskers,Defense,RCB,1,10,Marshall
Nebraska Cornhuskers,Defense,NB,1,1,Wright
Nebraska Cornhuskers,Special Teams,PT,1,83,Wilson
Nebraska Cornhuskers,Special Teams,PK,1,91,Cunanan
Nebraska Cornhuskers,Special Teams,KO,1,90,Hohl
Nebraska Cornhuskers,Special Teams,LS,1,46,Gallic
Nebraska Cornhuskers,Special Teams,H,1,37,Koch
Nebraska Cornhuskers,Special Teams,PR,1,2,Barney Jr.
Nebraska Cornhuskers,Special Teams,KR,1,32,Williams
Nevada Wolf Pack,Offense,WR-X,1,5,Thomas
Nevada Wolf Pack,Offense,WR-Z,1,9,Brown
Nevada Wolf Pack,Offense,WR-SL,1,18,Bellon
Nevada Wolf Pack,Offense,LT,1,55,Foster
Nevada Wolf Pack,Offense,LG,1,54,Grabowski
Nevada Wolf Pack,Offense,C,1,78,Madrigal
Nevada Wolf Pack,Offense,RG,1,52,Scott
Nevada Wolf Pack,Offense,RT,1,76,Cochnauer
Nevada Wolf Pack,Offense,TE-Y,1,11,Henry
Nevada Wolf Pack,Offense,TE-H,1,85,Carpenter
Nevada Wolf Pack,Offense,QB,1,6,Jones
Nevada Wolf Pack,Offense,RB,1,20,Ramseur
Nevada Wolf Pack,Defense,DE,1,9,Maldonado
Nevada Wolf Pack,Defense,NT,1,43,Ropati
Nevada Wolf Pack,Defense,DT,1,99,Witte
Nevada Wolf Pack,Defense,JACK,1,32,LaBarbera
Nevada Wolf Pack,Defense,WLB,1,33,Combs
Nevada Wolf Pack,Defense,MLB,1,0,Jackson
Nevada Wolf Pack,Defense,LCB,1,12,Snelling
Nevada Wolf Pack,Defense,SS,1,5,Kenion III
Nevada Wolf Pack,Defense,FS,1,22,McDonald
Nevada Wolf Pack,Defense,RCB,1,1,Odums
Nevada Wolf Pack,Defense,NB,1,18,Walker
Nevada Wolf Pack,Special Teams,PT,1,39,Ettridge
Nevada Wolf Pack,Special Teams,PK,1,84,McFadden
Nevada Wolf Pack,Special Teams,KO,1,97,Emmett
Nevada Wolf Pack,Special Teams,LS,1,51,Stack
Nevada Wolf Pack,Special Teams,H,1,39,Ettridge
Nevada Wolf Pack,Special Teams,PR,1,18,Bellon
Nevada Wolf Pack,Special Teams,KR,1,25,Woods
New Mexico Lobos,Offense,WR-X,1,6,Johnson
New Mexico Lobos,Offense,WR-Z,1,14,Miller
New Mexico Lobos,Offense,WR-SL,1,0,Smith
New Mexico Lobos,Offense,LT,1,51,Aliane
New Mexico Lobos,Offense,LG,1,50,Sillemon
New Mexico Lobos,Offense,C,1,59,Robnett
New Mexico Lobos,Offense,RG,1,58,Tasi
New Mexico Lobos,Offense,RT,1,68,Lawrence
New Mexico Lobos,Offense,TE,1,7,Thomas
New Mexico Lobos,Offense,QB,1,2,Layne
New Mexico Lobos,Offense,RB,1,4,McKinney
New Mexico Lobos,Defense,LDE,1,45,Karhu
New Mexico Lobos,Defense,NT,1,92,Booker
New Mexico Lobos,Defense,DT,1,9,Lopez
New Mexico Lobos,Defense,RDE,1,1,James-Newby
New Mexico Lobos,Defense,WLB,1,6,Eck
New Mexico Lobos,Defense,MLB,1,16,Swaim
New Mexico Lobos,Defense,LCB,1,12,Johnson
New Mexico Lobos,Defense,SS,1,7,Combs
New Mexico Lobos,Defense,FS,1,26,McBean
New Mexico Lobos,Defense,RCB,1,2,Williams
New Mexico Lobos,Defense,NB,1,18,Coleman
New Mexico Lobos,Special Teams,PT,1,96,Hughes
New Mexico Lobos,Special Teams,PK,1,13,Drzewiecki
New Mexico Lobos,Special Teams,KO,1,31,Glasgow
New Mexico Lobos,Special Teams,LS,1,47,Dubuc
New Mexico Lobos,Special Teams,H,1,35,Steinkamp
New Mexico Lobos,Special Teams,PR,1,14,Miller
New Mexico Lobos,Special Teams,KR,1,2,Williams
New Mexico State Aggies,Offense,WR-X,1,5,Faupel
New Mexico State Aggies,Offense,WR-Z,1,0,Johnson III
New Mexico State Aggies,Offense,WR-SL,1,12,King
New Mexico State Aggies,Offense,LT,1,78,Williams
New Mexico State Aggies,Offense,LG,1,79,Staehler
New Mexico State Aggies,Offense,C,1,61,Tolo
New Mexico State Aggies,Offense,RG,1,70,Rodriguez
New Mexico State Aggies,Offense,RT,1,76,Nieves
New Mexico State Aggies,Offense,TE,1,2,Harris
New Mexico State Aggies,Offense,QB,1,4,Fife
New Mexico State Aggies,Offense,RB,1,1,Calloway
New Mexico State Aggies,Defense,LDE,1,16,Peterson
New Mexico State Aggies,Defense,NT,1,96,Schnettgoecke
New Mexico State Aggies,Defense,DT,1,54,Tuitama
New Mexico State Aggies,Defense,RDE,1,8,Vislisel
New Mexico State Aggies,Defense,WLB,1,12,Gethers
New Mexico State Aggies,Defense,MLB,1,14,Aupiu
New Mexico State Aggies,Defense,LCB,1,21,Rodriguez-Brown
New Mexico State Aggies,Defense,SS,1,5,Session
New Mexico State Aggies,Defense,FS,1,4,Mitchell
New Mexico State Aggies,Defense,RCB,1,1,Charles
New Mexico State Aggies,Defense,NB,1,9,Iya
New Mexico State Aggies,Special Teams,PT,1,32,Dean
New Mexico State Aggies,Special Teams,PK,1,17,Hawk
New Mexico State Aggies,Special Teams,KO,1,17,Hawk
New Mexico State Aggies,Special Teams,LS,1,42,Curtis
New Mexico State Aggies,Special Teams,H,1,32,Dean
New Mexico State Aggies,Special Teams,PR,1,7,Pride
New Mexico State Aggies,Special Teams,KR,1,12,King
North Carolina Tar Heels,Offense,WR-X,1,8,Paysour
North Carolina Tar Heels,Offense,WR-Z,1,86,Tucker
North Carolina Tar Heels,Offense,WR-SL,1,1,Shipp
North Carolina Tar Heels,Offense,LT,1,58,Blaske
North Carolina Tar Heels,Offense,LG,1,73,O'Steen
North Carolina Tar Heels,Offense,C,1,69,Lindberg
North Carolina Tar Heels,Offense,RG,1,52,King
North Carolina Tar Heels,Offense,RT,1,55,Moore
North Carolina Tar Heels,Offense,TE,1,19,Johnson
North Carolina Tar Heels,Offense,QB,1,7,Lopez
North Carolina Tar Heels,Offense,RB,1,12,June
North Carolina Tar Heels,Defense,LDE,1,8,Vilbert
North Carolina Tar Heels,Defense,NT,1,6,Robinson
North Carolina Tar Heels,Defense,DT,1,92,Mims
North Carolina Tar Heels,Defense,RDE,1,9,Abou-Jaoude
North Carolina Tar Heels,Defense,WLB,1,7,House
North Carolina Tar Heels,Defense,MLB,1,2,Simpson
North Carolina Tar Heels,Defense,LCB,1,18,Patterson
North Carolina Tar Heels,Defense,SS,1,31,Hardy
North Carolina Tar Heels,Defense,FS,1,5,Gibson
North Carolina Tar Heels,Defense,RCB,1,29,Allen
North Carolina Tar Heels,Defense,NB,1,21,Cost
North Carolina Tar Heels,Special Teams,PT,1,96,Maginness
North Carolina Tar Heels,Special Teams,PK,1,90,Verhoff
North Carolina Tar Heels,Special Teams,KO,1,90,Verhoff
North Carolina Tar Heels,Special Teams,LS,1,42,Triplett
North Carolina Tar Heels,Special Teams,H,1,96,Maginness
North Carolina Tar Heels,Special Teams,PR,1,31,Hardy
North Carolina Tar Heels,Special Teams,KR,1,27,McGill
North Texas Mean Green,Offense,WR-X,1,22,Sides
North Texas Mean Green,Offense,WR-Z,1,4,Dorner
North Texas Mean Green,Offense,WR-H,1,10,Young
North Texas Mean Green,Offense,WR-Y,1,1,Coleman
North Texas Mean Green,Offense,LT,1,67,Nelson
North Texas Mean Green,Offense,LG,1,65,Blair
North Texas Mean Green,Offense,C,1,70,Yanta II
North Texas Mean Green,Offense,RG,1,54,Dickson III
North Texas Mean Green,Offense,RT,1,72,Obidegwu
North Texas Mean Green,Offense,TE,1,6,Williams III
North Texas Mean Green,Offense,QB,1,17,Mestemaker
North Texas Mean Green,Offense,RB,1,24,Hawkins
North Texas Mean Green,Defense,LDE,1,44,Hayes
North Texas Mean Green,Defense,NT,1,8,Outland Jr.
North Texas Mean Green,Defense,DT,1,98,Clements
North Texas Mean Green,Defense,RDE,1,90,Day
North Texas Mean Green,Defense,WLB,1,7,Whitter
North Texas Mean Green,Defense,MLB,1,6,Fields
North Texas Mean Green,Defense,SLB,1,32,Wesloski
North Texas Mean Green,Defense,LCB,1,1,Fisher
North Texas Mean Green,Defense,SS,1,0,Jones II
North Texas Mean Green,Defense,FS,1,3,Jackson
North Texas Mean Green,Defense,RCB,1,2,Armstead
North Texas Mean Green,Defense,NB,1,30,Allen Jr.
North Texas Mean Green,Special Teams,PT,1,41,Evans
North Texas Mean Green,Special Teams,PK,1,40,Nguma
North Texas Mean Green,Special Teams,KO,1,40,Nguma
North Texas Mean Green,Special Teams,LS,1,48,Yates
North Texas Mean Green,Special Teams,H,1,41,Evans
North Texas Mean Green,Special Teams,PR,1,1,Coleman
North Texas Mean Green,Special Teams,KR,1,41,Evans
Northern Illinois Huskies,Offense,WR-X,1,7,Givens
Northern Illinois Huskies,Offense,WR-Z,1,3,Taylor Jr.
Northern Illinois Huskies,Offense,WR-SL,1,6,Rogers
Northern Illinois Huskies,Offense,LT,1,54,Malcore
Northern Illinois Huskies,Offense,LG,1,55,Curry
Northern Illinois Huskies,Offense,C,1,63,Hron
Northern Illinois Huskies,Offense,RG,1,64,Tweedy
Northern Illinois Huskies,Offense,RT,1,58,Liegel
Northern Illinois Huskies,Offense,TE,1,80,Appleget
Northern Illinois Huskies,Offense,QB,1,14,Macon
Northern Illinois Huskies,Offense,RB,1,45,Johnson Jr.
Northern Illinois Huskies,Defense,LDE,1,95,Ingold
Northern Illinois Huskies,Defense,LDT,1,10,Hensley
Northern Illinois Huskies,Defense,RDT,1,97,Williams
Northern Illinois Huskies,Defense,RDE,1,16,Thomas
Northern Illinois Huskies,Defense,WLB,1,17,Maciorowski
Northern Illinois Huskies,Defense,MLB,1,32,Urwiler
Northern Illinois Huskies,Defense,LCB,1,9,Reynolds
Northern Illinois Huskies,Defense,SS,1,4,Jammeh
Northern Illinois Huskies,Defense,FS,1,22,Beeler
Northern Illinois Huskies,Defense,RCB,1,3,Finley
Northern Illinois Huskies,Defense,NB,1,33,Powell
Northern Illinois Huskies,Special Teams,PT,1,36,Ference
Northern Illinois Huskies,Special Teams,PK,1,60,Glass
Northern Illinois Huskies,Special Teams,KO,1,60,Glass
Northern Illinois Huskies,Special Teams,LS,1,44,Pedro
Northern Illinois Huskies,Special Teams,H,1,90,Vuckovic
Northern Illinois Huskies,Special Teams,PR,1,6,Rogers
Northern Illinois Huskies,Special Teams,KR,1,9,Reynolds
Northwestern Wildcats,Offense,WR-X,1,80,Eligon II
Northwestern Wildcats,Offense,WR-Z,1,17,Wilde
Northwestern Wildcats,Offense,WR-SL,1,19,Wagner
Northwestern Wildcats,Offense,LT,1,72,Tiernan
Northwestern Wildcats,Offense,LG,1,62,Oratokhai
Northwestern Wildcats,Offense,C,1,65,Carsello
Northwestern Wildcats,Offense,RG,1,60,Beerntsen
Northwestern Wildcats,Offense,RT,1,75,Lewis
Northwestern Wildcats,Offense,TE,1,86,Albright
Northwestern Wildcats,Offense,QB,1,8,Stone
Northwestern Wildcats,Offense,RB,1,5,Komolafe
Northwestern Wildcats,Defense,LDE,1,91,Hubbard
Northwestern Wildcats,Defense,LDT,1,15,Flakes
Northwestern Wildcats,Defense,RDT,1,1,Bastone
Northwestern Wildcats,Defense,RDE,1,47,Kilbane
Northwestern Wildcats,Defense,WLB,1,33,Brus
Northwestern Wildcats,Defense,MLB,1,37,Uihlein
Northwestern Wildcats,Defense,LCB,1,2,Davis II
Northwestern Wildcats,Defense,SS,1,18,Wallace
Northwestern Wildcats,Defense,FS,1,6,Fitzgerald
Northwestern Wildcats,Defense,RCB,1,13,Fussell
Northwestern Wildcats,Defense,NB,1,9,Turner
Northwestern Wildcats,Special Teams,PT,1,11,Akers
Northwestern Wildcats,Special Teams,PK,1,82,Olsen
Northwestern Wildcats,Special Teams,KO,1,11,Akers
Northwestern Wildcats,Special Teams,LS,1,39,Florentine
Northwestern Wildcats,Special Teams,H,1,92,Dugandzic
Northwestern Wildcats,Special Teams,PR,1,19,Wagner
Northwestern Wildcats,Special Teams,KR,1,6,Himon II
Notre Dame Fighting Irish,Offense,WR-X,1,0,Fields
Notre Dame Fighting Irish,Offense,WR-Z,1,6,Faison
Notre Dame Fighting Irish,Offense,WR-SL,1,1,Greathouse
Notre Dame Fighting Irish,Offense,LT,1,54,Knapp
Notre Dame Fighting Irish,Offense,LG,1,75,Absher
Notre Dame Fighting Irish,Offense,C,1,64,Otting
Notre Dame Fighting Irish,Offense,RG,1,76,Lambert
Notre Dame Fighting Irish,Offense,RT,1,59,Wagner
Notre Dame Fighting Irish,Offense,TE,1,9,Raridon
Notre Dame Fighting Irish,Offense,QB,1,13,Carr
Notre Dame Fighting Irish,Offense,RB,1,4,Love
Notre Dame Fighting Irish,Defense,DE,1,95,Young
Notre Dame Fighting Irish,Defense,NT,1,47,Onye
Notre Dame Fighting Irish,Defense,DT,1,41,Hinish
Notre Dame Fighting Irish,Defense,VYPER,1,5,Traore
Notre Dame Fighting Irish,Defense,WLB,1,3,Sneed
Notre Dame Fighting Irish,Defense,MLB,1,34,Bowen
Notre Dame Fighting Irish,Defense,FCB,1,6,Gray
Notre Dame Fighting Irish,Defense,FS,1,9,Johnson
Notre Dame Fighting Irish,Defense,BS,1,8,Shuler
Notre Dame Fighting Irish,Defense,BCB,1,15,Moore
Notre Dame Fighting Irish,Defense,NB,1,0,Smith
Notre Dame Fighting Irish,Special Teams,PT,1,16,Rendell
Notre Dame Fighting Irish,Special Teams,PK,1,18,Schmidt
Notre Dame Fighting Irish,Special Teams,KO,1,18,Schmidt
Notre Dame Fighting Irish,Special Teams,LS,1,96,Vinci
Notre Dame Fighting Irish,Special Teams,H,1,10,Buchner
Notre Dame Fighting Irish,Special Teams,PR,1,6,Faison
Notre Dame Fighting Irish,Special Teams,KR,1,4,Love
Ohio Bobcats,Offense,WR-X,1,11,Harris II
Ohio Bobcats,Offense,WR-Z,1,19,Dorwart
Ohio Bobcats,Offense,WR-SL,1,7,Hendricks
Ohio Bobcats,Offense,LT,1,64,Rhodes Jr.
Ohio Bobcats,Offense,LG,1,51,Weatherspoon
Ohio Bobcats,Offense,C,1,59,Marinaro
Ohio Bobcats,Offense,RG,1,60,Allen
Ohio Bobcats,Offense,RT,1,55,Jones
Ohio Bobcats,Offense,TE,1,85,Williams
Ohio Bobcats,Offense,QB,1,13,Navarro
Ohio Bobcats,Offense,RB,1,5,Bangura
Ohio Bobcats,Defense,DE,1,15,Luqman
Ohio Bobcats,Defense,NT,1,10,Odjugo
Ohio Bobcats,Defense,DT,1,44,Dukes
Ohio Bobcats,Defense,JACK,1,12,Crable
Ohio Bobcats,Defense,WLB,1,27,Fries
Ohio Bobcats,Defense,MLB,1,24,Hollobaugh
Ohio Bobcats,Defense,FCB,1,9,Mack II
Ohio Bobcats,Defense,SS,1,2,Walker
Ohio Bobcats,Defense,FS,1,5,Williams Jr.
Ohio Bobcats,Defense,BCB,1,7,Pearson
Ohio Bobcats,Defense,NB,1,22,Thomeson
Ohio Bobcats,Special Teams,PT,1,42,Haines
Ohio Bobcats,Special Teams,PK,1,43,Peacock
Ohio Bobcats,Special Teams,KO,1,39,Dellenbach
Ohio Bobcats,Special Teams,LS,1,46,Hemer
Ohio Bobcats,Special Teams,H,1,42,Haines
Ohio Bobcats,Special Teams,PR,1,7,Hendricks
Ohio Bobcats,Special Teams,KR,1,5,Bangura
Ohio State Buckeyes,Offense,WR-X,1,17,Tate
Ohio State Buckeyes,Offense,WR-Z,1,4,Smith
Ohio State Buckeyes,Offense,WR-SL,1,1,Inniss
Ohio State Buckeyes,Offense,LT,1,67,Siereveld
Ohio State Buckeyes,Offense,LG,1,51,Montgomery
Ohio State Buckeyes,Offense,C,1,75,Hinzman
Ohio State Buckeyes,Offense,RG,1,77,Tshabola
Ohio State Buckeyes,Offense,RT,1,70,Daniels
Ohio State Buckeyes,Offense,TE,1,86,Klare
Ohio State Buckeyes,Offense,QB,1,10,Sayin
Ohio State Buckeyes,Offense,RB,1,25,Jackson
Ohio State Buckeyes,Defense,LDE,1,92,Curry
Ohio State Buckeyes,Defense,NT,1,98,McDonald
Ohio State Buckeyes,Defense,DT,1,95,Malone Jr.
Ohio State Buckeyes,Defense,RDE,1,97,Jackson Jr.
Ohio State Buckeyes,Defense,WLB,1,0,Styles
Ohio State Buckeyes,Defense,MLB,1,8,Reese
Ohio State Buckeyes,Defense,LCB,1,7,Mathews Jr.
Ohio State Buckeyes,Defense,SS,1,2,Downs
Ohio State Buckeyes,Defense,FS,1,18,McClain
Ohio State Buckeyes,Defense,RCB,1,1,Igbinosun
Ohio State Buckeyes,Defense,NB,1,3,Styles Jr.
Ohio State Buckeyes,Special Teams,PT,1,42,McGuire
