team,unit_type,position,depth,jersey,player
Air Force Falcons,Offense,WR-X,1,18,Smith
Air Force Falcons,Offense,WR-Z,1,21,Harris
Air Force Falcons,Offense,LT,1,78,Tate
Air Force Falcons,Offense,LG,1,75,Falk
Air Force Falcons,Offense,C,1,67,Cooley
Air Force Falcons,Offense,RG,1,62,Burnett
Air Force Falcons,Offense,RT,1,52,Elwood
Air Force Falcons,Offense,TE,1,88,Fleischmann
Air Force Falcons,Offense,QB,1,4,Hodges
Air Force Falcons,Offense,RB,1,8,Frew
Air Force Falcons,Offense,FB,1,5,Carson
Air Force Falcons,Defense,DE,1,95,Grobe
Air Force Falcons,Defense,NT,1,96,Zdroik
Air Force Falcons,Defense,DT,1,99,Swartz
Air Force Falcons,Defense,OLB,1,30,Hubert
Air Force Falcons,Defense,WLB,1,6,Fletcher
Air Force Falcons,Defense,MLB,1,8,Daley
Air Force Falcons,Defense,SPUR,1,26,Perez
Air Force Falcons,Defense,LCB,1,9,Brown
Air Force Falcons,Defense,SS,1,36,Mustell
Air Force Falcons,Defense,FS,1,5,Jones Jr.
Air Force Falcons,Defense,RCB,1,4,Seiken
Air Force Falcons,Special Teams,PT,1,97,Freer
Air Force Falcons,Special Teams,PK,1,96,Tubbs
Air Force Falcons,Special Teams,KO,1,96,Tubbs
Air Force Falcons,Special Teams,LS,1,49,Chesney
Air Force Falcons,Special Teams,H,1,97,Freer
Air Force Falcons,Special Teams,PR,1,21,Harris
Air Force Falcons,Special Teams,KR,1,21,Harris
Akron Zips,Offense,WR-X,1,5,Polk
Akron Zips,Offense,WR-Z,1,2,Williams
Akron Zips,Offense,WR-SL,1,1,Walker
Akron Zips,Offense,LT,1,78,Johnson Jr.
Akron Zips,Offense,LG,1,53,McManus IV
Akron Zips,Offense,C,1,72,Lyons
Akron Zips,Offense,RG,1,56,Davis
Akron Zips,Offense,RT,1,50,Jones Jr.
Akron Zips,Offense,TE,1,88,Newell
Akron Zips,Offense,QB,1,10,Finley
Akron Zips,Offense,RB,1,13,Patrick
Akron Zips,Defense,LDE,1,10,Durham
Akron Zips,Defense,NT,1,5,Hull
Akron Zips,Defense,DT,1,1,Laventure
Akron Zips,Defense,RDE,1,41,Dall
Akron Zips,Defense,WLB,1,7,Cooper
Akron Zips,Defense,MLB,1,23,Summers
Akron Zips,Defense,LCB,1,11,Reed
Akron Zips,Defense,SS,1,13,Hunter
Akron Zips,Defense,FS,1,18,Johnson
Akron Zips,Defense,RCB,1,17,DeWalt IV
Akron Zips,Defense,NB,1,9,Branch
Akron Zips,Special Teams,PT,1,95,Castle
Akron Zips,Special Teams,PK,1,47,Schramm
Akron Zips,Special Teams,KO,1,99,Wiley
Akron Zips,Special Teams,LS,1,30,Dennis
Akron Zips,Special Teams,H,1,95,Castle
Akron Zips,Special Teams,PR,1,13,Patrick
Akron Zips,Special Teams,KR,1,15,Thomas
Alabama Crimson Tide,Offense,WR-X,1,1,Horton
Alabama Crimson Tide,Offense,WR-Z,1,5,Bernard
Alabama Crimson Tide,Offense,WR-H,1,2,Williams
Alabama Crimson Tide,Offense,LT,1,74,Proctor
Alabama Crimson Tide,Offense,LG,1,71,Dewberry
Alabama Crimson Tide,Offense,C,1,72,Brailsford
Alabama Crimson Tide,Offense,RG,1,56,VanDeMark
Alabama Crimson Tide,Offense,RT,1,75,Formby
Alabama Crimson Tide,Offense,TE-Y,1,87,Lewis Jr.
Alabama Crimson Tide,Offense,TE-H,1,80,Cuevas
Alabama Crimson Tide,Offense,QB,1,15,Simpson
Alabama Crimson Tide,Offense,RB,1,26,Miller
Alabama Crimson Tide,Defense,DE,1,22,Overton
Alabama Crimson Tide,Defense,NT,1,96,Keenan III
Alabama Crimson Tide,Defense,DT,1,23,Smith
Alabama Crimson Tide,Defense,RUSH,1,42,Pierre
Alabama Crimson Tide,Defense,WLB,1,0,Lawson
Alabama Crimson Tide,Defense,MLB,1,10,Jefferson
Alabama Crimson Tide,Defense,LCB,1,1,Jackson
Alabama Crimson Tide,Defense,SS,1,3,Sabb
Alabama Crimson Tide,Defense,FS,1,18,Hubbard
Alabama Crimson Tide,Defense,RCB,1,2,Brown
Alabama Crimson Tide,Defense,NB,1,7,Jones
Alabama Crimson Tide,Special Teams,PT,1,38,Doud
Alabama Crimson Tide,Special Teams,PK,1,31,Talty
Alabama Crimson Tide,Special Teams,KO,1,31,Talty
Alabama Crimson Tide,Special Teams,LS,1,45,Bird
Alabama Crimson Tide,Special Teams,H,1,38,Doud
Alabama Crimson Tide,Special Teams,PR,1,7,Adams
Alabama Crimson Tide,Special Teams,KR,1,17,Brooks
Appalachian State Mountaineers,Offense,WR-X,1,3,Mbake
Appalachian State Mountaineers,Offense,WR-Z,1,1,Dozier
Appalachian State Mountaineers,Offense,WR-SL,1,15,Barnes
Appalachian State Mountaineers,Offense,LT,1,63,Ramsey
Appalachian State Mountaineers,Offense,LG,1,52,Sweatt
Appalachian State Mountaineers,Offense,C,1,73,Flowers
Appalachian State Mountaineers,Offense,RG,1,74,Scroggs
Appalachian State Mountaineers,Offense,RT,1,55,Jackson
Appalachian State Mountaineers,Offense,TE,1,85,Larkins
Appalachian State Mountaineers,Offense,QB,1,5,Swann
Appalachian State Mountaineers,Offense,RB,1,7,Dubinion
Appalachian State Mountaineers,Defense,LDE,1,33,Benton
Appalachian State Mountaineers,Defense,NT,1,44,Porter
Appalachian State Mountaineers,Defense,DT,1,9,Manuel
Appalachian State Mountaineers,Defense,RDE,1,97,Abrams-Verwayne
Appalachian State Mountaineers,Defense,WLB,1,56,Arnholt
Appalachian State Mountaineers,Defense,MLB,1,10,Phares
Appalachian State Mountaineers,Defense,LCB,1,2,Johnson
Appalachian State Mountaineers,Defense,SS,1,5,Gamble
Appalachian State Mountaineers,Defense,FS,1,21,Burks
Appalachian State Mountaineers,Defense,RCB,1,6,Floyd
Appalachian State Mountaineers,Defense,NB,1,13,Mc-Cantos
Appalachian State Mountaineers,Special Teams,PT,1,37,Ratliff
Appalachian State Mountaineers,Special Teams,PK,1,90,De Freitas
Appalachian State Mountaineers,Special Teams,KO,1,43,McVay
Appalachian State Mountaineers,Special Teams,LS,1,47,Poff
Appalachian State Mountaineers,Special Teams,H,1,37,Ratliff
Appalachian State Mountaineers,Special Teams,PR,1,15,Barnes
Appalachian State Mountaineers,Special Teams,KR,1,26,Alexander
Arizona Wildcats,Offense,WR-X,1,12,Spivey
Arizona Wildcats,Offense,WR-Z,1,4,Hutson
Arizona Wildcats,Offense,WR-SL,1,6,Whatley
Arizona Wildcats,Offense,LT,1,75,Buchanan
Arizona Wildcats,Offense,LG,1,55,Maae
Arizona Wildcats,Offense,C,1,52,Decambra
Arizona Wildcats,Offense,RG,1,63,Doost
Arizona Wildcats,Offense,RT,1,71,Bounds
Arizona Wildcats,Offense,TE,1,84,Olson
Arizona Wildcats,Offense,QB,1,1,Fifita
Arizona Wildcats,Offense,RB,1,21,Mahdi
Arizona Wildcats,Defense,LDE,1,44,Bailey
Arizona Wildcats,Defense,NT,1,98,Savea
Arizona Wildcats,Defense,DT,1,0,McKnight
Arizona Wildcats,Defense,RDE,1,42,Lolesio
Arizona Wildcats,Defense,WLB,1,7,Kennedy
Arizona Wildcats,Defense,MLB,1,4,Harris
Arizona Wildcats,Defense,SLB,1,6,Brown
Arizona Wildcats,Defense,LCB,1,9,Garnes
Arizona Wildcats,Defense,SS,1,43,Johnson
Arizona Wildcats,Defense,FS,1,12,Smith
Arizona Wildcats,Defense,RCB,1,25,Dansby
Arizona Wildcats,Defense,NB,1,2,Stukes
Arizona Wildcats,Special Teams,PT,1,99,Lovison
Arizona Wildcats,Special Teams,PK,1,19,Salgado-Medina
Arizona Wildcats,Special Teams,KO,1,31,Wagner
Arizona Wildcats,Special Teams,LS,1,41,Salerno
Arizona Wildcats,Special Teams,H,1,31,Wagner
Arizona Wildcats,Special Teams,PR,1,15,Wysong
Arizona Wildcats,Special Teams,KR,1,21,Mahdi
Arizona State Sun Devils,Offense,WR-X,1,12,McClain
Arizona State Sun Devils,Offense,WR-Z,1,0,Tyson
Arizona State Sun Devils,Offense,WR-SL,1,83,Eusebio
Arizona State Sun Devils,Offense,LT,1,53,Atkins
Arizona State Sun Devils,Offense,LG,1,55,Obigbo
Arizona State Sun Devils,Offense,C,1,64,Helton
Arizona State Sun Devils,Offense,RG,1,77,Scott
Arizona State Sun Devils,Offense,RT,1,58,Iheanachor
Arizona State Sun Devils,Offense,LTE,1,7,Metayer
Arizona State Sun Devils,Offense,RTE,1,9,Harpole
Arizona State Sun Devils,Offense,QB,1,2,Sims
Arizona State Sun Devils,Offense,RB,1,3,Brown
Arizona State Sun Devils,Defense,LDE,1,9,O'Neal
Arizona State Sun Devils,Defense,LDT,1,99,Fite
Arizona State Sun Devils,Defense,RDT,1,98,Kongaika
Arizona State Sun Devils,Defense,RDE,1,32,Dorbah
Arizona State Sun Devils,Defense,WLB,1,44,Elliott
Arizona State Sun Devils,Defense,MLB,1,8,Crook
Arizona State Sun Devils,Defense,LCB,1,1,Abney II
Arizona State Sun Devils,Defense,SS,1,4,Rowser
Arizona State Sun Devils,Defense,FS,1,6,Wilson
Arizona State Sun Devils,Defense,RCB,1,12,Robinson
Arizona State Sun Devils,Defense,NB,1,5,Breedlove
Arizona State Sun Devils,Special Teams,PT,1,31,Floyd
Arizona State Sun Devils,Special Teams,PK,1,35,Gomez
Arizona State Sun Devils,Special Teams,KO,1,35,Gomez
Arizona State Sun Devils,Special Teams,LS,1,90,Davis
Arizona State Sun Devils,Special Teams,H,1,31,Floyd
Arizona State Sun Devils,Special Teams,PR,1,3,Brown
Arizona State Sun Devils,Special Teams,KR,1,16,Hamilton
Arkansas Razorbacks,Offense,WR-X,1,9,Blake
Arkansas Razorbacks,Offense,WR-Z,1,3,Brown
Arkansas Razorbacks,Offense,WR-W,1,6,Sharpe
Arkansas Razorbacks,Offense,LT,1,51,Robinson II
Arkansas Razorbacks,Offense,LG,1,55,Carmona
Arkansas Razorbacks,Offense,C,1,52,Kitler
Arkansas Razorbacks,Offense,RG,1,50,Branham
Arkansas Razorbacks,Offense,RT,1,76,Harris
Arkansas Razorbacks,Offense,TE,1,83,Platt
Arkansas Razorbacks,Offense,QB,1,10,Green
Arkansas Razorbacks,Offense,RB,1,4,Washington Jr.
Arkansas Razorbacks,Offense,FB,1,47,Lassiter
Arkansas Razorbacks,Defense,LDE,1,0,Boone
Arkansas Razorbacks,Defense,NT,1,95,Geffrard
Arkansas Razorbacks,Defense,DT,1,5,Ball
Arkansas Razorbacks,Defense,RDE,1,97,Rhodes Jr.
Arkansas Razorbacks,Defense,WLB,1,10,Sorey Jr.
Arkansas Razorbacks,Defense,MLB,1,14,Dix Jr.
Arkansas Razorbacks,Defense,LCB,1,13,Walker
Arkansas Razorbacks,Defense,SS,1,3,Worth III
Arkansas Razorbacks,Defense,FS,1,22,Wooden
Arkansas Razorbacks,Defense,RCB,1,23,Neal
Arkansas Razorbacks,Defense,NB,1,4,Young
Arkansas Razorbacks,Special Teams,PT,1,37,Bale
Arkansas Razorbacks,Special Teams,PK,1,80,Starzyk
Arkansas Razorbacks,Special Teams,KO,1,37,Bale
Arkansas Razorbacks,Special Teams,LS,1,30,Ngo
Arkansas Razorbacks,Special Teams,H,1,37,Bale
Arkansas Razorbacks,Special Teams,PR,1,15,Shanks
Arkansas Razorbacks,Special Teams,KR,1,1,Hill
Arkansas State Red Wolves,Offense,WR-X,1,7,Rucker
Arkansas State Red Wolves,Offense,WR-Z,1,3,Summers
Arkansas State Red Wolves,Offense,WR-SL,1,16,Cobb
Arkansas State Red Wolves,Offense,LT,1,78,McGehee
Arkansas State Red Wolves,Offense,LG,1,79,North
Arkansas State Red Wolves,Offense,C,1,52,Myers
Arkansas State Red Wolves,Offense,RG,1,50,Saxton
Arkansas State Red Wolves,Offense,RT,1,55,Watson
Arkansas State Red Wolves,Offense,TE,1,87,Little
Arkansas State Red Wolves,Offense,QB,1,1,Raynor
Arkansas State Red Wolves,Offense,RB,1,5,Clay
Arkansas State Red Wolves,Defense,DE,1,10,Hendricks
Arkansas State Red Wolves,Defense,NT,1,17,Boti
Arkansas State Red Wolves,Defense,DT,1,94,Sigler
Arkansas State Red Wolves,Defense,JACK,1,32,Hassler
Arkansas State Red Wolves,Defense,WLB,1,25,Alexander
Arkansas State Red Wolves,Defense,MLB,1,20,Taylor
Arkansas State Red Wolves,Defense,LCB,1,9,Dickerson
Arkansas State Red Wolves,Defense,SS,1,8,Barnes
Arkansas State Red Wolves,Defense,FS,1,15,Greil
Arkansas State Red Wolves,Defense,RCB,1,0,Yowe
Arkansas State Red Wolves,Defense,NB,1,6,McGhee
Arkansas State Red Wolves,Special Teams,PT,1,29,Waller
Arkansas State Red Wolves,Special Teams,PK,1,34,Van Andel
Arkansas State Red Wolves,Special Teams,KO,1,25,Amaya
Arkansas State Red Wolves,Special Teams,LS,1,41,Nicolson
Arkansas State Red Wolves,Special Teams,H,1,29,Waller
Arkansas State Red Wolves,Special Teams,PR,1,20,Blancas
Arkansas State Red Wolves,Special Teams,KR,1,16,Cobb
Army Black Knights,Offense,WR,1,84,Anderson
Army Black Knights,Offense,LT,1,58,Appleton
Army Black Knights,Offense,LG,1,59,Jeffcoat
Army Black Knights,Offense,C,1,51,Small
Army Black Knights,Offense,RG,1,71,Gennarelli
Army Black Knights,Offense,RT,1,74,Williams
Army Black Knights,Offense,TE,1,44,Poloskey
Army Black Knights,Offense,QB,1,3,Hellums
Army Black Knights,Offense,RB-A,1,34,Smith
Army Black Knights,Offense,RB-B,1,27,Howard
Army Black Knights,Offense,SB,1,15,Short
Army Black Knights,Defense,LDE,1,92,Latore
Army Black Knights,Defense,NT,1,52,Harris-Miller
Army Black Knights,Defense,RDE,1,99,Bousum
Army Black Knights,Defense,OLB,1,40,Ford
Army Black Knights,Defense,MLB,1,53,Fortner
Army Black Knights,Defense,WLB,1,51,Thomas
Army Black Knights,Defense,LCB,1,7,Mayes
Army Black Knights,Defense,SS,1,20,Larkin
Army Black Knights,Defense,FS,1,30,Matteson
Army Black Knights,Defense,RCB,1,6,Williams
Army Black Knights,Defense,NB,1,14,Shields
Army Black Knights,Special Teams,PT,1,46,Wagenseller
Army Black Knights,Special Teams,PK,1,95,Jones
Army Black Knights,Special Teams,KO,1,1,Britton
Army Black Knights,Special Teams,LS,1,55,Walter
Army Black Knights,Special Teams,H,1,38,Allan
Army Black Knights,Special Teams,PR,1,23,Benson III
Army Black Knights,Special Teams,KR,1,23,Benson III
Auburn Tigers,Offense,WR-X,1,8,Coleman
Auburn Tigers,Offense,WR-Z,1,3,Thompson
Auburn Tigers,Offense,WR-H,1,1,Singleton Jr.
Auburn Tigers,Offense,LT,1,65,Chaplin
Auburn Tigers,Offense,LG,1,52,Wade
Auburn Tigers,Offense,C,1,76,Murphy
Auburn Tigers,Offense,RG,1,77,Wright
Auburn Tigers,Offense,RT,1,72,Miller
Auburn Tigers,Offense,TE,1,15,Howard
Auburn Tigers,Offense,QB,1,12,Daniels
Auburn Tigers,Offense,RB,1,23,Cobb
Auburn Tigers,Defense,DE,1,15,Faulk
Auburn Tigers,Defense,NT,1,97,Jamison-Travis
Auburn Tigers,Defense,DT,1,47,Blocton
Auburn Tigers,Defense,BUCK,1,24,Crawford
Auburn Tigers,Defense,WLB,1,17,Atkins
Auburn Tigers,Defense,MLB,1,0,Woodyard Jr.
Auburn Tigers,Defense,LCB,1,4,Lee
Auburn Tigers,Defense,SS,1,8,Harris
Auburn Tigers,Defense,FS,1,5,Robinson
Auburn Tigers,Defense,RCB,1,23,Crawford
Auburn Tigers,Defense,NB,1,19,Smith
Auburn Tigers,Special Teams,PT,1,14,Kaak
Auburn Tigers,Special Teams,PK,1,38,McPherson
Auburn Tigers,Special Teams,KO,1,33,McGough
Auburn Tigers,Special Teams,LS,1,44,Hughes
Auburn Tigers,Special Teams,H,1,14,Kaak
Auburn Tigers,Special Teams,PR,1,4,Simmons
Auburn Tigers,Special Teams,KR,1,14,Pleasant
Ball State Cardinals,Offense,WR-X,1,5,Magwood
Ball State Cardinals,Offense,WR-Z,1,88,Hamilton
Ball State Cardinals,Offense,WR-SL,1,3,Weatherly
Ball State Cardinals,Offense,LT,1,66,Hood
Ball State Cardinals,Offense,LG,1,63,Roberts
Ball State Cardinals,Offense,C,1,62,Hess
Ball State Cardinals,Offense,RG,1,73,Mosier
Ball State Cardinals,Offense,RT,1,70,Cook
Ball State Cardinals,Offense,TE,1,85,Anthony
Ball State Cardinals,Offense,QB,1,1,Kelly
Ball State Cardinals,Offense,RB,1,9,Ashley
Ball State Cardinals,Defense,DE,1,44,Voorhis
Ball State Cardinals,Defense,NT,1,47,Hughes
Ball State Cardinals,Defense,DT,1,33,Conley
Ball State Cardinals,Defense,RUSH,1,31,Echoles Jr.
Ball State Cardinals,Defense,WLB,1,0,Chea
Ball State Cardinals,Defense,MLB,1,21,Stemler
Ball State Cardinals,Defense,LCB,1,5,Pearson
Ball State Cardinals,Defense,SS,1,2,Gravely Jr.
Ball State Cardinals,Defense,FS,1,7,Whitner
Ball State Cardinals,Defense,RCB,1,1,Lewis
Ball State Cardinals,Defense,NB,1,15,Fields
Ball State Cardinals,Special Teams,PT,1,43,Saul
Ball State Cardinals,Special Teams,PK,1,98,Holmer
Ball State Cardinals,Special Teams,KO,1,40,Pippin
Ball State Cardinals,Special Teams,LS,1,45,Britton
Ball State Cardinals,Special Teams,H,1,92,Stumbaugh
Ball State Cardinals,Special Teams,PR,1,1,Lewis
Ball State Cardinals,Special Teams,KR,1,4,Horton
Baylor Bears,Offense,WR-X,1,6,Hawkins
Baylor Bears,Offense,WR-Z,1,34,Cameron
Baylor Bears,Offense,WR-SL,1,19,Wilson
Baylor Bears,Offense,LT,1,69,Fugar
Baylor Bears,Offense,LG,1,62,Lengyel
Baylor Bears,Offense,C,1,72,Price
Baylor Bears,Offense,RG,1,68,Aigbedion
Baylor Bears,Offense,RT,1,74,Sieracki
Baylor Bears,Offense,TE,1,1,Trigg
Baylor Bears,Offense,QB,1,13,Robertson
Baylor Bears,Offense,RB,1,30,Washington
Baylor Bears,Offense,FB,1,82,Mladenka
Baylor Bears,Defense,DE,1,0,Marshall
Baylor Bears,Defense,NT,1,93,Kalu
Baylor Bears,Defense,DT,1,59,Tezino
Baylor Bears,Defense,LOLB,1,50,Fobbs-White
Baylor Bears,Defense,LILB,1,11,Thomas
Baylor Bears,Defense,RILB,1,45,Reed
Baylor Bears,Defense,ROLB,1,32,Winston
Baylor Bears,Defense,LCB,1,25,Thornton Jr.
Baylor Bears,Defense,SS,1,3,Bobby
Baylor Bears,Defense,FS,1,38,Redding
Baylor Bears,Defense,RCB,1,27,Williams III
Baylor Bears,Defense,NB,1,33,Coleman
Baylor Bears,Special Teams,PT,1,94,Williams
Baylor Bears,Special Teams,PK,1,96,Hawkins
Baylor Bears,Special Teams,KO,1,98,Armstrong
Baylor Bears,Special Teams,LS,1,93,Schaub
Baylor Bears,Special Teams,H,1,94,Williams
Baylor Bears,Special Teams,PR,1,34,Cameron
Baylor Bears,Special Teams,KR,1,19,Wilson
Boise State Broncos,Offense,WR-X,1,5,Marshall
Boise State Broncos,Offense,WR-Z,1,80,Bates
Boise State Broncos,Offense,WR-F,1,3,Caples
Boise State Broncos,Offense,LT,1,77,Casey
Boise State Broncos,Offense,LG,1,67,Steele
Boise State Broncos,Offense,C,1,63,Randolph
Boise State Broncos,Offense,RG,1,62,Carreon
Boise State Broncos,Offense,RT,1,75,Metoyer
Boise State Broncos,Offense,TE,1,85,Lauter
Boise State Broncos,Offense,QB,1,4,Madsen
Boise State Broncos,Offense,RB,1,8,Sherrod
Boise State Broncos,Defense,DE,1,95,Stege
Boise State Broncos,Defense,NT,1,92,Latu
Boise State Broncos,Defense,DT,1,90,Fely
Boise State Broncos,Defense,EDGE,1,5,Virgin-Morgan
Boise State Broncos,Defense,WLB,1,43,Ripp
Boise State Broncos,Defense,MLB,1,53,Notarainni
Boise State Broncos,Defense,FCB,1,7,McCoy
Boise State Broncos,Defense,FS,1,0,Benefield
Boise State Broncos,Defense,BS,1,21,Washington
Boise State Broncos,Defense,BCB,1,6,Earby
Boise State Broncos,Defense,NB,1,4,Banks
Boise State Broncos,Special Teams,PT,1,37,Doyle
Boise State Broncos,Special Teams,PK,1,35,Boomer
Boise State Broncos,Special Teams,KO,1,35,Boomer
Boise State Broncos,Special Teams,LS,1,42,Hutton
Boise State Broncos,Special Teams,H,1,37,Doyle
Boise State Broncos,Special Teams,PR,1,8,Sherrod
Boise State Broncos,Special Teams,KR,1,8,Sherrod
Boston College Eagles,Offense,WR-X,1,4,Harris
Boston College Eagles,Offense,WR-Z,1,88,Pough
Boston College Eagles,Offense,WR-SL,1,11,Bond
Boston College Eagles,Offense,LT,1,71,Bowry
Boston College Eagles,Offense,LG,1,56,Daugherty
Boston College Eagles,Offense,C,1,77,Crounse
Boston College Eagles,Offense,RG,1,65,Taylor
Boston College Eagles,Offense,RT,1,79,Cline
Boston College Eagles,Offense,TE,1,17,Franklin
Boston College Eagles,Offense,QB,1,9,Lonergan
Boston College Eagles,Offense,RB,1,2,Richard
Boston College Eagles,Defense,LDE,1,17,Kolenge
Boston College Eagles,Defense,NT,1,52,Marable Jr.
Boston College Eagles,Defense,DT,1,88,McConnell
Boston College Eagles,Defense,RDE,1,15,Hutchins
Boston College Eagles,Defense,WLB,1,42,Dixon
Boston College Eagles,Defense,MLB,1,33,McGowan
Boston College Eagles,Defense,LCB,1,24,Jackson
Boston College Eagles,Defense,SS,1,2,Price
Boston College Eagles,Defense,FS,1,0,Thornton
Boston College Eagles,Defense,RCB,1,16,Farris
Boston College Eagles,Defense,NB,1,30,Green
Boston College Eagles,Special Teams,PT,1,28,Florio
Boston College Eagles,Special Teams,PK,1,99,Lombardo
Boston College Eagles,Special Teams,KO,1,99,Lombardo
Boston College Eagles,Special Teams,LS,1,45,Mann
Boston College Eagles,Special Teams,H,1,28,Florio
Boston College Eagles,Special Teams,PR,1,16,Farris
Boston College Eagles,Special Teams,KR,1,30,Green
Bowling Green Falcons,Offense,WR-X,1,11,Hogan
Bowling Green Falcons,Offense,WR-Z,1,2,Garcia II
Bowling Green Falcons,Offense,WR-SL,1,1,Middleton
Bowling Green Falcons,Offense,LT,1,55,Fatukasi
Bowling Green Falcons,Offense,LG,1,65,Burns
Bowling Green Falcons,Offense,C,1,57,Padgett
Bowling Green Falcons,Offense,RG,1,69,Kilfoyl
Bowling Green Falcons,Offense,RT,1,75,Pabst
Bowling Green Falcons,Offense,TE,1,89,Cleaver
Bowling Green Falcons,Offense,QB,1,9,Pyne
Bowling Green Falcons,Offense,RB,1,26,Pettaway
Bowling Green Falcons,Offense,FB,1,44,Kemp
Bowling Green Falcons,Defense,DE,1,45,Booker
Bowling Green Falcons,Defense,NT,1,55,Branch-Haynes
Bowling Green Falcons,Defense,DT,1,38,Kelly
Bowling Green Falcons,Defense,BUCK,1,7,Afogho
Bowling Green Falcons,Defense,WLB,1,12,Marshall
Bowling Green Falcons,Defense,MLB,1,4,Lampron
Bowling Green Falcons,Defense,LCB,1,1,Washington
Bowling Green Falcons,Defense,SS,1,15,EstoEsta
Bowling Green Falcons,Defense,FS,1,0,Pascal
Bowling Green Falcons,Defense,RCB,1,8,McClendon
Bowling Green Falcons,Defense,NB,1,2,Cannon
Bowling Green Falcons,Special Teams,PT,1,19,Henderson
Bowling Green Falcons,Special Teams,PK,1,14,Kleather
Bowling Green Falcons,Special Teams,KO,1,46,Long
Bowling Green Falcons,Special Teams,LS,1,47,Carlson
Bowling Green Falcons,Special Teams,H,1,85,Kenner
Bowling Green Falcons,Special Teams,PR,1,5,Ridley
Bowling Green Falcons,Special Teams,KR,1,26,Pettaway
BYU Cougars,Offense,WR-X,1,2,Roberts
BYU Cougars,Offense,WR-Z,1,5,Hagen
BYU Cougars,Offense,WR-SL,1,11,Kingston
BYU Cougars,Offense,LT,1,71,Jatta
BYU Cougars,Offense,LG,1,61,Lapuaho
BYU Cougars,Offense,C,1,63,Mitchell
BYU Cougars,Offense,RG,1,55,Leausa
BYU Cougars,Offense,RT,1,75,Gentry
BYU Cougars,Offense,TE,1,20,Ryan
BYU Cougars,Offense,QB,1,47,Bachmeier
BYU Cougars,Offense,RB,1,4,Martin
BYU Cougars,Defense,LDE,1,45,Po'uha
BYU Cougars,Defense,NT,1,57,Tanuvasa
BYU Cougars,Defense,DT,1,55,Taumoepeau
BYU Cougars,Defense,RDE,1,7,Lutui
BYU Cougars,Defense,SLB,1,16,Glasker
BYU Cougars,Defense,MACK,1,54,Esera
BYU Cougars,Defense,ROVER,1,17,Kelly
BYU Cougars,Defense,LCB,1,0,Johnson
BYU Cougars,Defense,SS,1,11,Satuala
BYU Cougars,Defense,FS,1,28,Wall
BYU Cougars,Defense,RCB,1,1,Alexander III
BYU Cougars,Defense,NB,1,15,Beasley
BYU Cougars,Special Teams,PT,1,35,Vander Haar
BYU Cougars,Special Teams,PK,1,44,Ferrin
BYU Cougars,Special Teams,KO,1,44,Ferrin
BYU Cougars,Special Teams,H,1,35,Vander Haar
BYU Cougars,Special Teams,LS,1,26,Grimes
BYU Cougars,Special Teams,PR,1,11,Kingston
BYU Cougars,Special Teams,KR,1,5,Hagen
Buffalo Bulls,Offense,WR-X,1,3,McMillan
Buffalo Bulls,Offense,WR-Z,1,8,Gathings
Buffalo Bulls,Offense,WR-SL,1,0,Snow
Buffalo Bulls,Offense,LT,1,73,Tabansi
Buffalo Bulls,Offense,LG,1,67,Heininger
Buffalo Bulls,Offense,C,1,54,Carrington III
Buffalo Bulls,Offense,RG,1,78,Doty
Buffalo Bulls,Offense,RT,1,79,Brock
Buffalo Bulls,Offense,TE,1,14,King
Buffalo Bulls,Offense,QB,1,2,Roberson
Buffalo Bulls,Offense,RB,1,5,Henderson
Buffalo Bulls,Defense,LDE,1,12,White
Buffalo Bulls,Defense,LDT,1,90,Wolo
Buffalo Bulls,Defense,RDT,1,99,Evans
Buffalo Bulls,Defense,RDE,1,0,Stewart
Buffalo Bulls,Defense,WLB,1,18,Crawford
Buffalo Bulls,Defense,MLB,1,2,Murdock
Buffalo Bulls,Defense,LCB,1,36,Blackwell
Buffalo Bulls,Defense,SS,1,7,Brown
Buffalo Bulls,Defense,FS,1,8,McNair
Buffalo Bulls,Defense,RCB,1,9,Bradley
Buffalo Bulls,Defense,NB,1,15,Brown
Buffalo Bulls,Special Teams,PT,1,42,Drennan
Buffalo Bulls,Special Teams,PK,1,91,Howes
Buffalo Bulls,Special Teams,KO,1,91,Howes
Buffalo Bulls,Special Teams,LS,1,85,Schnackenberg
Buffalo Bulls,Special Teams,H,1,42,Drennan
Buffalo Bulls,Special Teams,PR,1,0,Snow
Buffalo Bulls,Special Teams,KR,1,25,Shelton Jr.
California Golden Bears,Offense,WR-X,1,4,King
California Golden Bears,Offense,WR-Z,1,7,Grizzell
California Golden Bears,Offense,WR-SL,1,21,De Jesus
California Golden Bears,Offense,LT,1,54,Williams III
California Golden Bears,Offense,LG,1,66,Spasojevic-Moko
California Golden Bears,Offense,C,1,56,Ruffins
California Golden Bears,Offense,RG,1,71,Vatikani
California Golden Bears,Offense,RT,1,55,Bell
California Golden Bears,Offense,TE,1,85,Mini
California Golden Bears,Offense,QB,1,3,Sagapolutele
California Golden Bears,Offense,RB,1,1,Raphael
California Golden Bears,Defense,LOLB,1,10,Wayne
California Golden Bears,Defense,NT,1,47,Keanaaina
California Golden Bears,Defense,DT,1,88,Bollers
California Golden Bears,Defense,ROLB,1,3,Bush Jr.
California Golden Bears,Defense,WLB,1,41,Ferrelli
California Golden Bears,Defense,MLB,1,0,Uluave
California Golden Bears,Defense,LCB,1,5,Masses
